,upc_clean,promo_period,Item_Description,Promo_Start_Week,Promo_End_Week,Promo_Weeks,Regular_Price,Special_Price,Unit_Cost,Baseline_Units,Promo_Units,Baseline_Revenue,Promo_Revenue,Incremental_Revenue,Promo_Spend,ROI,Lift,Breakeven_Lift
0,1000980012402,10_11,FERRERO ROCHER T24 6/10.6oz,10,11,2,11.99,9.98,9.04,0.0,0.0,0.0,0.0,0.0,0.0,,,
1,1000980020148,10_11,FERRERO COLLECTION T24 6/9.1oz,10,11,2,11.99,9.98,9.04,0.0,0.0,0.0,0.0,0.0,0.0,,,
2,1000980082013,10_11,NUTELLA B-READY T6 16/4.65oz,10,11,2,3.99,3.28,2.53,0.0,0.0,0.0,0.0,0.0,0.0,,,
3,1000980082013,6_7,NUTELLA B-READY T6 16/4.65oz,6,7,2,3.99,2.98,2.53,0.0,0.0,0.0,0.0,0.0,0.0,,,
4,1000980082013,8_9,NUTELLA B-READY T6 16/4.65oz,8,9,2,3.99,2.98,2.53,0.0,0.0,0.0,0.0,0.0,0.0,,,
5,1001070006696,6_7,WHOPPERS ROBIN EGGS MINIS 24/9oz,6,7,2,2.99,2.28,1.86,0.0,0.0,0.0,0.0,0.0,0.0,,,
6,1001600020711,10_11,BETTY CROCKER SPR MOIST CAKE MIX YELLOW 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
7,1001600020755,10_11,BETTY CROCKER SPR MOIST CAKE MIX RED VELVET 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
8,1001600020756,10_11,BETTY CROCKER SPR MOIST CAKE MIX CHERY CHIPS 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
9,1001600020757,10_11,BETTY CROCKER SPR MOIST CAKE MIX P RAINBOW CHIP 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
10,1001600020761,10_11,BETTY CROCKER SPR MOIST CAKE MIX BUTTER REC YLLW 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
11,1001600020763,10_11,BETTY CROCKER SPR MOIST CAKE MIX CARROT 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
12,1001600020764,10_11,BETTY CROCKER SPR MOIST CAKE MIX CINN TOAST CRNCH 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
13,1001600020765,10_11,BETTY CROCKER SPR MOIST CAKE MIX CHOC FUDGE 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
14,1001600020766,10_11,BETTY CROCKER SPR MOIST CAKE MIX LEMON 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
15,1001600020769,10_11,BETTY CROCKER SPR MOIST CAKE MIX DEVIL FOOD 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
16,1001600020771,10_11,BETTY CROCKER SPR MOIST CAKE MIX FRENCH VAINILLA 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
17,1001600020773,10_11,BETTY CROCKER SPR MOIST CAKE MIX GERMAN CHOCO 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
18,1001600020776,10_11,BETTY CROCKER SPR MOIST CAKE MIX TRPL CHOCO FUDGE 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
19,1001600020777,10_11,BETTY CROCKER SPR MOIST CAKE MIX STRAWBERRY 12/13.25oz,10,11,2,2.99,2.68,2.31,0.0,0.0,0.0,0.0,0.0,0.0,,,
20,1002068500029,3_4,CAPE COD POTATO CHIPS ORIGINAL 40% REDUCED FAT 12/8oz,3,4,2,4.99,4.28,3.79,0.0,0.0,0.0,0.0,0.0,0.0,,,
21,1002068500029,5,CAPE COD POTATO CHIPS ORIGINAL 40% REDUCED FAT 12/8oz,5,5,1,4.99,4.28,3.79,0.0,0.0,0.0,0.0,0.0,0.0,,,
22,1002068500268,3_4,CAPE COD WAVES SEA SALT 12/7.5oz,3,4,2,4.99,4.28,3.79,0.0,0.0,0.0,0.0,0.0,0.0,,,
23,1002068500268,5,CAPE COD WAVES SEA SALT 12/7.5oz,5,5,1,4.99,4.28,3.79,0.0,0.0,0.0,0.0,0.0,0.0,,,
24,1002068501114,3_4,CAPE COD POTATO CHIPS SWEET/SPICY JALAPENO 12/7.5OZ,3,4,2,4.99,4.28,3.79,0.0,0.0,0.0,0.0,0.0,0.0,,,
25,1002068501114,5,CAPE COD POTATO CHIPS SWEET/SPICY JALAPENO 12/7.5OZ,5,5,1,4.99,4.28,3.79,0.0,0.0,0.0,0.0,0.0,0.0,,,
26,1002240001137,10_11,TRESEMME SH PURPLE BLONDE ULTRA-VIOLET NEUTRA 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
27,1002240001137,3_4,TRESEMME SH PURPLE BLONDE ULTRA-VIOLET NEUTRA 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
28,1002240001137,5,TRESEMME SH PURPLE BLONDE ULTRA-VIOLET NEUTRA 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
29,1002240001138,10_11,TRESEMME SH KERATIN SMOOTH COLOR ANTI-FADE 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
30,1002240001138,3_4,TRESEMME SH KERATIN SMOOTH COLOR ANTI-FADE 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
31,1002240001138,5,TRESEMME SH KERATIN SMOOTH COLOR ANTI-FADE 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
32,1002240001140,10_11,TRESEMME CD KERATIN SMOOTH COLOR ANTI-FADE 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
33,1002240001140,3_4,TRESEMME CD KERATIN SMOOTH COLOR ANTI-FADE 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
34,1002240001140,5,TRESEMME CD KERATIN SMOOTH COLOR ANTI-FADE 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
35,1002240001142,10_11,TRESEMME CD PURPLE BLONDE ULTRA-VIOLET NEUTRA 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
36,1002240001142,3_4,TRESEMME CD PURPLE BLONDE ULTRA-VIOLET NEUTRA 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
37,1002240001142,5,TRESEMME CD PURPLE BLONDE ULTRA-VIOLET NEUTRA 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
38,1002240001161,10_11,TRESEMME CD KERATIN REPAIR BLOND FLEX 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
39,1002240001161,3_4,TRESEMME CD KERATIN REPAIR BLOND FLEX 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
40,1002240001161,5,TRESEMME CD KERATIN REPAIR BLOND FLEX 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
41,1002240001163,10_11,TRESEMME CD BEAUTY-FULL STRENGTH BIOTIN&FORTIMAX 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
42,1002240001163,3_4,TRESEMME CD BEAUTY-FULL STRENGTH BIOTIN&FORTIMAX 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
43,1002240001163,5,TRESEMME CD BEAUTY-FULL STRENGTH BIOTIN&FORTIMAX 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
44,1002240001165,10_11,TRESEMME CD BOTANIQUE NOURISH COCO MILK & ALOE VERA 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
45,1002240001165,3_4,TRESEMME CD BOTANIQUE NOURISH COCO MILK & ALOE VERA 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
46,1002240001165,5,TRESEMME CD BOTANIQUE NOURISH COCO MILK & ALOE VERA 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
47,1002240001166,10_11,TRESEMME SH BEAUTY-FULL STRENGTH BIOTIN & FORTIMAX 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
48,1002240001166,3_4,TRESEMME SH BEAUTY-FULL STRENGTH BIOTIN & FORTIMAX 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
49,1002240001166,5,TRESEMME SH BEAUTY-FULL STRENGTH BIOTIN & FORTIMAX 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
50,1002240001167,10_11,TRESEMME SH KERATIN SMOOTH LAMELLAR DISCIPLINE 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
51,1002240001167,3_4,TRESEMME SH KERATIN SMOOTH LAMELLAR DISCIPLINE 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
52,1002240001167,5,TRESEMME SH KERATIN SMOOTH LAMELLAR DISCIPLINE 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
53,1002240001168,10_11,TRESEMME SH BOTANIQUE NOURISH COCO MILK & ALOE VERA 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
54,1002240001168,3_4,TRESEMME SH BOTANIQUE NOURISH COCO MILK & ALOE VERA 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
55,1002240001168,5,TRESEMME SH BOTANIQUE NOURISH COCO MILK & ALOE VERA 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
56,1002240001169,10_11,TRESEMME CD KERATIN SMOOTH LAMELLAR DISCIPLINE 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
57,1002240001169,3_4,TRESEMME CD KERATIN SMOOTH LAMELLAR DISCIPLINE 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
58,1002240001169,5,TRESEMME CD KERATIN SMOOTH LAMELLAR DISCIPLINE 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
59,1002240001177,10_11,TRESEMME SH KERATIN REPAIR BLOND FLEX 6/28oz,10,11,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
60,1002240001177,3_4,TRESEMME SH KERATIN REPAIR BLOND FLEX 6/28oz,3,4,2,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
61,1002240001177,5,TRESEMME SH KERATIN REPAIR BLOND FLEX 6/28oz,5,5,1,6.69,4.98,4.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
62,1002780006313,10_11,KEEBLER CADDIE FUDGE STRIPES 4/12ct,10,11,2,5.99,4.48,3.9,0.0,0.0,0.0,0.0,0.0,0.0,,,
63,1002780006314,10_11,KEEBLER CADDIE CHIPS RAINBOW 4/12ct,10,11,2,5.99,4.48,3.9,0.0,0.0,0.0,0.0,0.0,0.0,,,
64,1002780006555,12_13,KEEBLER VIENNA FINGER 12/12oz,12,13,2,3.99,2.98,2.64,0.0,0.0,0.0,0.0,0.0,0.0,,,
65,1002780006555,8_9,KEEBLER VIENNA FINGER 12/12oz,8,9,2,3.99,2.98,2.64,0.0,0.0,0.0,0.0,0.0,0.0,,,
66,1002780006571,12_13,KEEBLER GRASSHOPPER MINT & FUDGE 12/10oz,12,13,2,3.99,2.98,2.64,0.0,0.0,0.0,0.0,0.0,0.0,,,
67,1002780006571,8_9,KEEBLER GRASSHOPPER MINT & FUDGE 12/10oz,8,9,2,3.99,2.98,2.64,0.0,0.0,0.0,0.0,0.0,0.0,,,
68,1002780006754,10_11,KEEBLER CADDIE SWEET & SALTY 4/12ct,10,11,2,5.99,4.48,3.9,0.0,0.0,0.0,0.0,0.0,0.0,,,
69,1002780007655,12_13,KEEBLER CHIPS DELUXE FUDGY 12/9.6oz,12,13,2,3.99,2.98,2.64,0.0,0.0,0.0,0.0,0.0,0.0,,,
70,1002780007655,8_9,KEEBLER CHIPS DELUXE FUDGY 12/9.6oz,8,9,2,3.99,2.98,2.64,0.0,0.0,0.0,0.0,0.0,0.0,,,
71,1003077200207,10_11,DAWN ULTRA PLATINUM EZ-SQUEEZE REFRESHING RAIN 8/18oz,10,11,2,4.156666666666667,2.98,2.62,0.0,0.0,0.0,0.0,0.0,0.0,,,
72,1003077200207,3_4,DAWN ULTRA PLATINUM EZ-SQUEEZE REFRESHING RAIN 8/18oz,3,4,2,4.156666666666667,2.98,2.62,0.0,0.0,0.0,0.0,0.0,0.0,,,
73,1003077200208,10_11,DAWN ULTRA EZ-SQUEEZE ORIGINAL 8/22oz,10,11,2,4.156666666666667,2.98,2.62,0.0,0.0,0.0,0.0,0.0,0.0,,,
74,1003077200208,3_4,DAWN ULTRA EZ-SQUEEZE ORIGINAL 8/22oz,3,4,2,4.156666666666667,2.98,2.62,0.0,0.0,0.0,0.0,0.0,0.0,,,
75,1003077200720,3_4,GAIN LIQ 2X SPRING DAYDREAM 4/154oz,3,4,2,17.99,14.98,13.9925,0.0,0.0,0.0,0.0,0.0,0.0,,,
76,1003077200720,5,GAIN LIQ 2X SPRING DAYDREAM 4/154oz,5,5,1,17.99,14.98,13.9925,0.0,0.0,0.0,0.0,0.0,0.0,,,
77,1003077202266,12_13,ALWAYS LINERS ANTI BUNCH REG 6/60ct,12,13,2,4.99,3.98,3.35167,0.0,0.0,0.0,0.0,0.0,0.0,,,
78,1003077202266,14,ALWAYS LINERS ANTI BUNCH REG 6/60ct,14,14,1,4.99,3.98,3.35167,0.0,0.0,0.0,0.0,0.0,0.0,,,
79,1003077202266,8_9,ALWAYS LINERS ANTI BUNCH REG 6/60ct,8,9,2,4.99,3.98,3.35167,0.0,0.0,0.0,0.0,0.0,0.0,,,
80,1003077202415,10_11,GAIN LIQ 2X ODOR DEFENSE 4/113oz,10,11,2,14.99,9.98,9.215,0.0,0.0,0.0,0.0,0.0,0.0,,,
81,1003077202416,3_4,GAIN LIQ 2X ODOR DEFENSE 4/154oz,3,4,2,17.99,14.98,14.005,0.0,0.0,0.0,0.0,0.0,0.0,,,
82,1003077202416,5,GAIN LIQ 2X ODOR DEFENSE 4/154oz,5,5,1,17.99,14.98,14.005,0.0,0.0,0.0,0.0,0.0,0.0,,,
83,1003077203345,12_13,ALWAYS ULTRA THIN 3X S2 LONG SUPER FLEXI WINGS 6/17ct,12,13,2,4.99,3.98,3.55167,0.0,0.0,0.0,0.0,0.0,0.0,,,
84,1003077203345,14,ALWAYS ULTRA THIN 3X S2 LONG SUPER FLEXI WINGS 6/17ct,14,14,1,4.99,3.98,3.55167,0.0,0.0,0.0,0.0,0.0,0.0,,,
85,1003077203345,8_9,ALWAYS ULTRA THIN 3X S2 LONG SUPER FLEXI WINGS 6/17ct,8,9,2,4.99,3.98,3.55167,0.0,0.0,0.0,0.0,0.0,0.0,,,
86,1003077203350,12_13,ALWAYS ULTRA THIN 3X S5 XTRA HEAVY OVER FLEXIWINGS 6/15ct,12,13,2,4.99,3.98,3.55167,0.0,0.0,0.0,0.0,0.0,0.0,,,
87,1003077203350,14,ALWAYS ULTRA THIN 3X S5 XTRA HEAVY OVER FLEXIWINGS 6/15ct,14,14,1,4.99,3.98,3.55167,0.0,0.0,0.0,0.0,0.0,0.0,,,
88,1003077203350,8_9,ALWAYS ULTRA THIN 3X S5 XTRA HEAVY OVER FLEXIWINGS 6/15ct,8,9,2,4.99,3.98,3.55167,0.0,0.0,0.0,0.0,0.0,0.0,,,
89,1003077203368,12_13,ALWAYS MAXI 3X S2 LONG SUPER 8/18ct,12,13,2,4.99,3.98,3.33625,0.0,0.0,0.0,0.0,0.0,0.0,,,
90,1003077203368,14,ALWAYS MAXI 3X S2 LONG SUPER 8/18ct,14,14,1,4.99,3.98,3.33625,0.0,0.0,0.0,0.0,0.0,0.0,,,
91,1003077203368,8_9,ALWAYS MAXI 3X S2 LONG SUPER 8/18ct,8,9,2,4.99,3.98,3.33625,0.0,0.0,0.0,0.0,0.0,0.0,,,
92,1003077203369,12_13,ALWAYS MAXI 3X S2 LONG SUPER 6/26ct,12,13,2,4.99,3.98,3.355,0.0,0.0,0.0,0.0,0.0,0.0,,,
93,1003077203369,14,ALWAYS MAXI 3X S2 LONG SUPER 6/26ct,14,14,1,4.99,3.98,3.355,0.0,0.0,0.0,0.0,0.0,0.0,,,
94,1003077203369,8_9,ALWAYS MAXI 3X S2 LONG SUPER 6/26ct,8,9,2,4.99,3.98,3.355,0.0,0.0,0.0,0.0,0.0,0.0,,,
95,1003077203400,12_13,ALWAYS MAXI 3X S5 XTRA HEAVY OVERNIGHT 2X LARGER B 3/14ct,12,13,2,4.99,3.98,3.38667,0.0,0.0,0.0,0.0,0.0,0.0,,,
96,1003077203400,14,ALWAYS MAXI 3X S5 XTRA HEAVY OVERNIGHT 2X LARGER B 3/14ct,14,14,1,4.99,3.98,3.38667,0.0,0.0,0.0,0.0,0.0,0.0,,,
97,1003077203400,8_9,ALWAYS MAXI 3X S5 XTRA HEAVY OVERNIGHT 2X LARGER B 3/14ct,8,9,2,4.99,3.98,3.38667,0.0,0.0,0.0,0.0,0.0,0.0,,,
98,1003077205204,10_11,DAWN ULTRA EZ-SQUEEZE AB APPLE BLOSSOM 8/22oz,10,11,2,4.156666666666667,2.98,2.62,0.0,0.0,0.0,0.0,0.0,0.0,,,
99,1003077205204,3_4,DAWN ULTRA EZ-SQUEEZE AB APPLE BLOSSOM 8/22oz,3,4,2,4.156666666666667,2.98,2.62,0.0,0.0,0.0,0.0,0.0,0.0,,,
100,1003077205206,10_11,DAWN ULTRA EZ-SQUEEZE AB ORANGE 8/22oz,10,11,2,4.156666666666667,2.98,2.62,0.0,0.0,0.0,0.0,0.0,0.0,,,
101,1003077205206,3_4,DAWN ULTRA EZ-SQUEEZE AB ORANGE 8/22oz,3,4,2,4.156666666666667,2.98,2.62,0.0,0.0,0.0,0.0,0.0,0.0,,,
102,1003077205726,12_13,CREST PRO-HEALTH SENSITIVE & ENAMEL SHIELD 24/4.3oz,12,13,2,4.99,3.98,3.32375,0.0,0.0,0.0,0.0,0.0,0.0,,,
103,1003077205726,3_4,CREST PRO-HEALTH SENSITIVE & ENAMEL SHIELD 24/4.3oz,3,4,2,4.99,3.98,3.32375,0.0,0.0,0.0,0.0,0.0,0.0,,,
104,1003077205727,12_13,CREST PRO-HEALTH SCOPE 24/4.3oz,12,13,2,4.99,3.98,3.32375,0.0,0.0,0.0,0.0,0.0,0.0,,,
105,1003077205727,3_4,CREST PRO-HEALTH SCOPE 24/4.3oz,3,4,2,4.99,3.98,3.32375,0.0,0.0,0.0,0.0,0.0,0.0,,,
106,1003077207387,10_11,GAIN LIQ 2X +ULTRAOXI 4/113oz,10,11,2,14.99,9.98,9.215,0.0,0.0,0.0,0.0,0.0,0.0,,,
107,1003077207388,3_4,GAIN LIQ 2X +ULTRAOXI 4/154oz,3,4,2,17.99,14.98,13.9925,0.0,0.0,0.0,0.0,0.0,0.0,,,
108,1003077207388,5,GAIN LIQ 2X +ULTRAOXI 4/154oz,5,5,1,17.99,14.98,13.9925,0.0,0.0,0.0,0.0,0.0,0.0,,,
109,1003077207402,12_13,GAIN FLINGS PODS +ULTRAOXI 4/60ct,12,13,2,16.99,13.48,12.005,0.0,0.0,0.0,0.0,0.0,0.0,,,
110,1003077207402,3_4,GAIN FLINGS PODS +ULTRAOXI 4/60ct,3,4,2,16.99,13.48,12.005,0.0,0.0,0.0,0.0,0.0,0.0,,,
111,1003077207402,5,GAIN FLINGS PODS +ULTRAOXI 4/60ct,5,5,1,16.99,13.48,12.005,0.0,0.0,0.0,0.0,0.0,0.0,,,
112,1003077208732,8_9,DOWNY UNSTOPABLES BOOSTER FRESH 4/13.4oz,8,9,2,10.99,9.98,8.165,0.0,0.0,0.0,0.0,0.0,0.0,,,
113,1003077208736,8_9,DOWNY UNSTOPABLES BOOSTER LUSH 4/13.4oz,8,9,2,10.99,9.98,8.165,0.0,0.0,0.0,0.0,0.0,0.0,,,
114,1003077208757,8_9,DOWNY INFUSIONS CALM LAVENDER & VANILLE BEAN 4/13.4oz,8,9,2,10.99,9.98,8.165,0.0,0.0,0.0,0.0,0.0,0.0,,,
115,1003077208772,8_9,DOWNY LIGHT BOOSTER OCEAN MIST 4/13.4oz,8,9,2,10.99,9.98,8.165,0.0,0.0,0.0,0.0,0.0,0.0,,,
116,1003077208808,10_11,CHARMIN ULTRA SOFT SMOOTH TEAR MEGA ROLL 6=24 4/1ct,10,11,2,10.99,7.5,6.86,0.0,0.0,0.0,0.0,0.0,0.0,,,
117,1003077209082,8_9,DOWNY BOOSTER COOL COTTON 4/13.4oz,8,9,2,10.99,9.98,8.165,0.0,0.0,0.0,0.0,0.0,0.0,,,
118,1003077209097,8_9,DOWNY BOOSTER APRIL FRESH 4/13.4oz,8,9,2,10.99,9.98,8.165,0.0,0.0,0.0,0.0,0.0,0.0,,,
119,1003077210049,12_13,DOWNY LIQ COOL COTTON 4/140oz,12,13,2,16.99,13.48,12.095,0.0,0.0,0.0,0.0,0.0,0.0,,,
120,1003077210049,14,DOWNY LIQ COOL COTTON 4/140oz,14,14,1,16.99,13.48,12.095,0.0,0.0,0.0,0.0,0.0,0.0,,,
121,1003077210051,12_13,DOWNY LIQ APRIL FRESH 4/140oz,12,13,2,16.99,13.48,12.095,0.0,0.0,0.0,0.0,0.0,0.0,,,
122,1003077210051,14,DOWNY LIQ APRIL FRESH 4/140oz,14,14,1,16.99,13.48,12.095,0.0,0.0,0.0,0.0,0.0,0.0,,,
123,1003077211978,8_9,ACE LIQ ULTRA OXI HE 4/84oz,8,9,2,14.99,10.98,10.36,0.0,0.0,0.0,0.0,0.0,0.0,,,
124,1003077211980,8_9,ACE LIQ HYGIENIC CLEAN HDX10 ORIG 4/84oz,8,9,2,14.99,10.98,10.36,0.0,0.0,0.0,0.0,0.0,0.0,,,
125,1003077211981,8_9,ACE LIQ DOWNY APRIL FRESH 4/84oz,8,9,2,14.99,10.98,10.36,0.0,0.0,0.0,0.0,0.0,0.0,,,
126,1003320000260,10_11,ARM HAMMER LIQ OXICLEAN PLUS FRESH SCENT 4/100.5oz,10,11,2,13.99,10.98,8.83,0.0,0.0,0.0,0.0,0.0,0.0,,,
127,1003320000262,10_11,ARM HAMMER LIQ OXICLEAN PLUS OB FRESH BURST 4/100.5oz,10,11,2,13.99,10.98,8.83,0.0,0.0,0.0,0.0,0.0,0.0,,,
128,1003320000263,10_11,ARM HAMMER LIQ OXICLEAN PLUS FD SPARKLING WATERS 4/100.5oz,10,11,2,13.99,10.98,8.83,0.0,0.0,0.0,0.0,0.0,0.0,,,
129,1003320000264,10_11,ARM HAMMER LIQ CLEAN & SIMPLE  CRISP CLEAN 4/100.5oz,10,11,2,13.99,10.98,8.83,0.0,0.0,0.0,0.0,0.0,0.0,,,
130,1003320000266,10_11,ARM HAMMER LIQ HE DUAL CLEAN BURST 4/105oz,10,11,2,13.99,10.98,8.83,0.0,0.0,0.0,0.0,0.0,0.0,,,
131,1003320000267,10_11,ARM HAMMER LIQ HE SENS SKIN FREE & CLEAR HYPOALLERG 4/100.5oz,10,11,2,13.98,10.98,8.83,0.0,0.0,0.0,0.0,0.0,0.0,,,
132,1003320000268,5,ARM HAMMER LIQ PERFUME & DYE FREE DUAL HE 8/50oz,5,5,1,6.99,4.98,4.745,0.0,0.0,0.0,0.0,0.0,0.0,,,
133,1003320000270,5,ARM HAMMER LIQ SENSITIVE SKIN PLUS SCENT DUAL HE 8/50oz,5,5,1,6.99,4.98,4.745,0.0,0.0,0.0,0.0,0.0,0.0,,,
134,1003320000281,10_11,ARM HAMMER LIQ HE SENS SKIN FRESH SCENT PLUS 4/105oz,10,11,2,13.99,10.98,8.83,0.0,0.0,0.0,0.0,0.0,0.0,,,
135,1003320000283,6_7,ARM HAMMER LIQ OXICLEAN PLUS FRESH SCENT 2/138oz,6,7,2,16.99,13.98,12.91,0.0,0.0,0.0,0.0,0.0,0.0,,,
136,1003320000283,8_9,ARM HAMMER LIQ OXICLEAN PLUS FRESH SCENT 2/138oz,8,9,2,16.99,13.98,12.91,0.0,0.0,0.0,0.0,0.0,0.0,,,
137,1003320000285,6_7,ARM HAMMER LIQ OXICLEAN PLUS OB FRESH BURST 2/138oz,6,7,2,16.99,13.98,12.91,0.0,0.0,0.0,0.0,0.0,0.0,,,
138,1003320000285,8_9,ARM HAMMER LIQ OXICLEAN PLUS OB FRESH BURST 2/138oz,8,9,2,16.99,13.98,12.91,0.0,0.0,0.0,0.0,0.0,0.0,,,
139,1003320030002,5,ARM HAMMER LIQ OXICLEAN FRESH SCENT PLUS 8/45.5oz,5,5,1,6.99,4.98,4.745,0.0,0.0,0.0,0.0,0.0,0.0,,,
140,1003320030003,5,ARM HAMMER LIQ OXICLEAN PLUS ODOR BLASTER FRESH BURDT 8/45.5oz,5,5,1,6.99,4.98,4.745,0.0,0.0,0.0,0.0,0.0,0.0,,,
141,1003320030004,5,ARM HAMMER LIQ OXICLEAN PLUS FADE DEFENSE 8/45.5oz,5,5,1,6.99,4.98,4.745,0.0,0.0,0.0,0.0,0.0,0.0,,,
142,1003320030005,5,ARM HAMMER LIQ LEAN AND SIMPLE 8/45.5oz,5,5,1,6.99,4.98,4.745,0.0,0.0,0.0,0.0,0.0,0.0,,,
143,1003320094234,10_11,ARM HAMMER LIQ OXICLEAN PLUS OB FRESH BOTANICAL 4/100.5oz,10,11,2,13.99,10.98,8.83,0.0,0.0,0.0,0.0,0.0,0.0,,,
144,1003320094235,5,ARM HAMMER LIQ OXICLEAN PLUS ODOR BLASTER FRESH BOTANICAL 8/45.5oz,5,5,1,6.99,4.98,4.745,0.0,0.0,0.0,0.0,0.0,0.0,,,
145,1003320097578,6_7,ARM HAMMER LIQ HE SENS SKIN FREE & CLEAR HYPOALLERG 2/140oz,6,7,2,16.99,13.98,12.91,0.0,0.0,0.0,0.0,0.0,0.0,,,
146,1003320097578,8_9,ARM HAMMER LIQ HE SENS SKIN FREE & CLEAR HYPOALLERG 2/140oz,8,9,2,16.99,13.98,12.91,0.0,0.0,0.0,0.0,0.0,0.0,,,
147,1003320097584,10_11,ARM HAMMER LIQ BABY GENTLE ON BABYS SKIN 4/100.5oz,10,11,2,13.99,10.98,8.83,0.0,0.0,0.0,0.0,0.0,0.0,,,
