,week_number,upc_clean,Item_Description,Regular_Price,Special_Price,Unit_Cost,units_sold,promo_flag,discount_per_unit,promo_spend,unit_margin,promo_margin,gross_profit
0,1,1192,,,,,0.0,False,,0.0,,,
1,2,1192,,,,,0.0,False,,0.0,,,
2,3,1192,,,,,0.0,False,,0.0,,,
3,4,1192,,,,,0.0,False,,0.0,,,
4,5,1192,,,,,0.0,False,,0.0,,,
5,6,1192,,,,,0.0,False,,0.0,,,
6,7,1192,,,,,0.0,False,,0.0,,,
7,8,1192,,,,,0.0,False,,0.0,,,
8,9,1192,,,,,0.0,False,,0.0,,,
9,10,1192,,,,,0.0,False,,0.0,,,
10,11,1192,,,,,0.0,False,,0.0,,,
11,12,1192,,,,,0.0,False,,0.0,,,
12,1,1256,,,,,0.0,False,,0.0,,,
13,2,1256,,,,,0.0,False,,0.0,,,
14,3,1256,,,,,0.0,False,,0.0,,,
15,4,1256,,,,,0.0,False,,0.0,,,
16,5,1256,,,,,0.0,False,,0.0,,,
17,6,1256,,,,,0.0,False,,0.0,,,
18,7,1256,,,,,0.0,False,,0.0,,,
19,8,1256,,,,,0.0,False,,0.0,,,
20,9,1256,,,,,0.0,False,,0.0,,,
21,10,1256,,,,,0.0,False,,0.0,,,
22,11,1256,,,,,0.0,False,,0.0,,,
23,1,20110300000,,,,,0.0,False,,0.0,,,
24,2,20110300000,,,,,0.0,False,,0.0,,,
25,3,20110300000,,,,,1.0,False,,0.0,,,
26,4,20110300000,,,,,0.0,False,,0.0,,,
27,5,20110300000,,,,,0.0,False,,0.0,,,
28,6,20110300000,,,,,1.0,False,,0.0,,,
29,7,20110300000,,,,,3.0,False,,0.0,,,
30,8,20110300000,,,,,0.0,False,,0.0,,,
31,9,20110300000,,,,,1.0,False,,0.0,,,
32,10,20110300000,,,,,1.0,False,,0.0,,,
33,11,20110300000,,,,,0.0,False,,0.0,,,
34,12,20110300000,,,,,0.0,False,,0.0,,,
35,13,20110300000,,,,,1.0,False,,0.0,,,
36,14,20110300000,,,,,1.0,False,,0.0,,,
37,1,20110400000,,,,,0.0,False,,0.0,,,
38,2,20110400000,,,,,2.0,False,,0.0,,,
39,3,20110400000,,,,,0.0,False,,0.0,,,
40,4,20110400000,,,,,0.0,False,,0.0,,,
41,5,20110400000,,,,,0.0,False,,0.0,,,
42,6,20110400000,,,,,1.0,False,,0.0,,,
43,7,20110400000,,,,,1.0,False,,0.0,,,
44,8,20110400000,,,,,1.0,False,,0.0,,,
45,9,20110400000,,,,,2.0,False,,0.0,,,
46,10,20110400000,,,,,0.0,False,,0.0,,,
47,11,20110400000,,,,,0.0,False,,0.0,,,
48,12,20110400000,,,,,0.0,False,,0.0,,,
49,13,20110400000,,,,,1.0,False,,0.0,,,
50,14,20110400000,,,,,0.0,False,,0.0,,,
51,1,20111200000,,,,,0.0,False,,0.0,,,
52,2,20111200000,,,,,0.0,False,,0.0,,,
53,3,20111200000,,,,,0.0,False,,0.0,,,
54,4,20111200000,,,,,0.0,False,,0.0,,,
55,5,20111200000,,,,,0.0,False,,0.0,,,
56,6,20111200000,,,,,0.0,False,,0.0,,,
57,7,20111200000,,,,,0.0,False,,0.0,,,
58,8,20111200000,,,,,0.0,False,,0.0,,,
59,9,20111200000,,,,,0.0,False,,0.0,,,
60,10,20111200000,,,,,7.0,False,,0.0,,,
61,11,20111200000,,,,,2.0,False,,0.0,,,
62,12,20111200000,,,,,0.0,False,,0.0,,,
63,13,20111200000,,,,,0.0,False,,0.0,,,
64,14,20111200000,,,,,0.0,False,,0.0,,,
65,1,20111300000,,,,,0.0,False,,0.0,,,
66,2,20111300000,,,,,0.0,False,,0.0,,,
67,3,20111300000,,,,,0.0,False,,0.0,,,
68,4,20111300000,,,,,0.0,False,,0.0,,,
69,5,20111300000,,,,,0.0,False,,0.0,,,
70,6,20111300000,,,,,0.0,False,,0.0,,,
71,7,20111300000,,,,,0.0,False,,0.0,,,
72,8,20111300000,,,,,0.0,False,,0.0,,,
73,9,20111300000,,,,,0.0,False,,0.0,,,
74,10,20111300000,,,,,0.0,False,,0.0,,,
75,11,20111300000,,,,,0.0,False,,0.0,,,
76,12,20111300000,,,,,0.0,False,,0.0,,,
77,13,20111300000,,,,,0.0,False,,0.0,,,
78,14,20111300000,,,,,0.0,False,,0.0,,,
79,1,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,7.98,7.1,0.0,True,2.01,2.01,2.8900000000000006,0.8800000000000008,0.8800000000000008
80,2,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,7.98,7.1,0.0,True,2.01,2.01,2.8900000000000006,0.8800000000000008,0.8800000000000008
81,3,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,,,0.0,False,,0.0,,,
82,4,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,,,0.0,False,,0.0,,,
83,5,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,,,0.0,False,,0.0,,,
84,6,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,,,0.0,False,,0.0,,,
85,7,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,,,0.0,False,,0.0,,,
86,8,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,7.98,7.1,0.0,True,2.01,2.01,2.8900000000000006,0.8800000000000008,0.8800000000000008
87,9,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,7.98,7.1,0.0,True,2.01,2.01,2.8900000000000006,0.8800000000000008,0.8800000000000008
88,10,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,,,0.0,False,,0.0,,,
89,11,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,,,0.0,False,,0.0,,,
90,12,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,,,0.0,False,,0.0,,,
91,13,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,,,0.0,False,,0.0,,,
92,14,2018,BETIS ACEITE OLIVA PURO LATA 16 OZ,9.99,,,0.0,False,,0.0,,,
93,1,2022,,,,,0.0,False,,0.0,,,
94,2,2022,,,,,0.0,False,,0.0,,,
95,3,2022,,,,,0.0,False,,0.0,,,
96,4,2022,,,,,0.0,False,,0.0,,,
97,5,2022,,,,,0.0,False,,0.0,,,
98,6,2022,,,,,0.0,False,,0.0,,,
99,7,2022,,,,,0.0,False,,0.0,,,
100,8,2022,,,,,0.0,False,,0.0,,,
101,9,2022,,,,,0.0,False,,0.0,,,
102,10,2022,,,,,0.0,False,,0.0,,,
103,11,2022,,,,,0.0,False,,0.0,,,
104,1,20461000000,,,,,0.0,False,,0.0,,,
105,2,20461000000,,,,,0.0,False,,0.0,,,
106,3,20461000000,,,,,0.0,False,,0.0,,,
107,4,20461000000,,,,,0.0,False,,0.0,,,
108,5,20461000000,,,,,0.0,False,,0.0,,,
109,6,20461000000,,,,,0.0,False,,0.0,,,
110,7,20461000000,,,,,0.0,False,,0.0,,,
111,8,20461000000,,,,,0.0,False,,0.0,,,
112,9,20461000000,,,,,0.0,False,,0.0,,,
113,10,20461000000,,,,,0.0,False,,0.0,,,
114,11,20461000000,,,,,0.0,False,,0.0,,,
115,12,20461000000,,,,,0.0,False,,0.0,,,
116,13,20461000000,,,,,0.0,False,,0.0,,,
117,14,20461000000,,,,,0.0,False,,0.0,,,
118,1,20461100000,,,,,0.0,False,,0.0,,,
119,2,20461100000,,,,,0.0,False,,0.0,,,
120,3,20461100000,,,,,0.0,False,,0.0,,,
121,4,20461100000,,,,,0.0,False,,0.0,,,
122,5,20461100000,,,,,0.0,False,,0.0,,,
123,6,20461100000,,,,,0.0,False,,0.0,,,
124,7,20461100000,,,,,0.0,False,,0.0,,,
125,8,20461100000,,,,,0.0,False,,0.0,,,
126,9,20461100000,,,,,0.0,False,,0.0,,,
127,10,20461100000,,,,,0.0,False,,0.0,,,
128,11,20461100000,,,,,0.0,False,,0.0,,,
129,12,20461100000,,,,,0.0,False,,0.0,,,
130,13,20461100000,,,,,0.0,False,,0.0,,,
131,14,20461100000,,,,,0.0,False,,0.0,,,
132,1,20542700000,,,,,297.74,False,,0.0,,,
133,2,20542700000,,,,,62.01,False,,0.0,,,
134,3,20542700000,,,,,17.74,False,,0.0,,,
135,4,20542700000,,,,,56.75,False,,0.0,,,
136,5,20542700000,,,,,51.34,False,,0.0,,,
137,6,20542700000,,,,,45.8,False,,0.0,,,
138,7,20542700000,,,,,38.96,False,,0.0,,,
139,8,20542700000,,,,,394.59,False,,0.0,,,
140,9,20542700000,,,,,378.33,False,,0.0,,,
141,10,20542700000,,,,,479.96,False,,0.0,,,
142,11,20542700000,,,,,352.79,False,,0.0,,,
143,12,20542700000,,,,,170.76,False,,0.0,,,
144,13,20542700000,,,,,123.76,False,,0.0,,,
145,14,20542700000,,,,,60.53,False,,0.0,,,
146,1,20587300000,,,,,760.23,False,,0.0,,,
147,2,20587300000,,,,,926.72,False,,0.0,,,
148,3,20587300000,,,,,1039.33,False,,0.0,,,
149,4,20587300000,,,,,800.49,False,,0.0,,,
150,5,20587300000,,,,,730.49,False,,0.0,,,
151,6,20587300000,,,,,896.87,False,,0.0,,,
152,7,20587300000,,,,,1054.89,False,,0.0,,,
153,8,20587300000,,,,,703.44,False,,0.0,,,
154,9,20587300000,,,,,721.01,False,,0.0,,,
155,10,20587300000,,,,,871.99,False,,0.0,,,
156,11,20587300000,,,,,1112.78,False,,0.0,,,
157,12,20587300000,,,,,1020.73,False,,0.0,,,
158,13,20587300000,,,,,797.87,False,,0.0,,,
159,14,20587300000,,,,,583.67,False,,0.0,,,
160,1,20587400000,,,,,67.45,False,,0.0,,,
161,2,20587400000,,,,,128.37,False,,0.0,,,
162,3,20587400000,,,,,127.18,False,,0.0,,,
163,4,20587400000,,,,,125.92,False,,0.0,,,
164,5,20587400000,,,,,75.77,False,,0.0,,,
165,6,20587400000,,,,,154.4,False,,0.0,,,
166,7,20587400000,,,,,154.13,False,,0.0,,,
167,8,20587400000,,,,,99.8,False,,0.0,,,
168,9,20587400000,,,,,100.47,False,,0.0,,,
169,10,20587400000,,,,,153.18,False,,0.0,,,
170,11,20587400000,,,,,139.33,False,,0.0,,,
171,12,20587400000,,,,,160.44,False,,0.0,,,
172,13,20587400000,,,,,177.98,False,,0.0,,,
173,14,20587400000,,,,,107.77,False,,0.0,,,
174,1,20587600000,,,,,11.94,False,,0.0,,,
175,2,20587600000,,,,,4.94,False,,0.0,,,
176,3,20587600000,,,,,18.96,False,,0.0,,,
177,4,20587600000,,,,,0.0,False,,0.0,,,
178,5,20587600000,,,,,40.83,False,,0.0,,,
179,6,20587600000,,,,,77.03,False,,0.0,,,
180,7,20587600000,,,,,29.46,False,,0.0,,,
181,8,20587600000,,,,,0.0,False,,0.0,,,
182,9,20587600000,,,,,363.98,False,,0.0,,,
183,10,20587600000,,,,,5.62,False,,0.0,,,
184,11,20587600000,,,,,4.61,False,,0.0,,,
185,12,20587600000,,,,,299.71,False,,0.0,,,
186,13,20587600000,,,,,16.57,False,,0.0,,,
187,14,20587600000,,,,,0.0,False,,0.0,,,
188,1,20967500000,,,,,0.0,False,,0.0,,,
189,2,20967500000,,,,,0.0,False,,0.0,,,
190,3,20967500000,,,,,0.0,False,,0.0,,,
191,4,20967500000,,,,,0.0,False,,0.0,,,
192,5,20967500000,,,,,0.0,False,,0.0,,,
193,6,20967500000,,,,,10.12,False,,0.0,,,
194,7,20967500000,,,,,0.0,False,,0.0,,,
195,8,20967500000,,,,,0.0,False,,0.0,,,
196,9,20967500000,,,,,0.0,False,,0.0,,,
197,10,20967500000,,,,,0.0,False,,0.0,,,
198,11,20967500000,,,,,0.0,False,,0.0,,,
199,12,20967500000,,,,,0.0,False,,0.0,,,
200,13,20967500000,,,,,0.0,False,,0.0,,,
201,14,20967500000,,,,,0.0,False,,0.0,,,
202,1,20968100000,,,,,1.77,False,,0.0,,,
203,2,20968100000,,,,,0.0,False,,0.0,,,
204,3,20968100000,,,,,0.0,False,,0.0,,,
205,4,20968100000,,,,,0.0,False,,0.0,,,
206,5,20968100000,,,,,0.0,False,,0.0,,,
207,6,20968100000,,,,,0.0,False,,0.0,,,
208,7,20968100000,,,,,0.0,False,,0.0,,,
209,8,20968100000,,,,,0.0,False,,0.0,,,
210,9,20968100000,,,,,0.0,False,,0.0,,,
211,10,20968100000,,,,,0.0,False,,0.0,,,
212,11,20968100000,,,,,1.18,False,,0.0,,,
213,12,20968100000,,,,,0.0,False,,0.0,,,
214,13,20968100000,,,,,0.0,False,,0.0,,,
215,14,20968100000,,,,,0.0,False,,0.0,,,
216,1,20968200000,,,,,1.65,False,,0.0,,,
217,2,20968200000,,,,,0.0,False,,0.0,,,
218,3,20968200000,,,,,0.0,False,,0.0,,,
219,4,20968200000,,,,,0.0,False,,0.0,,,
220,5,20968200000,,,,,0.0,False,,0.0,,,
221,6,20968200000,,,,,0.0,False,,0.0,,,
222,7,20968200000,,,,,0.0,False,,0.0,,,
223,8,20968200000,,,,,0.0,False,,0.0,,,
224,9,20968200000,,,,,0.0,False,,0.0,,,
225,10,20968200000,,,,,0.0,False,,0.0,,,
226,11,20968200000,,,,,0.0,False,,0.0,,,
227,12,20968200000,,,,,0.0,False,,0.0,,,
228,13,20968200000,,,,,0.0,False,,0.0,,,
229,14,20968200000,,,,,0.0,False,,0.0,,,
230,1,20968800000,,,,,0.0,False,,0.0,,,
231,2,20968800000,,,,,0.0,False,,0.0,,,
232,3,20968800000,,,,,27.17,False,,0.0,,,
233,4,20968800000,,,,,72.79,False,,0.0,,,
234,5,20968800000,,,,,7.91,False,,0.0,,,
235,6,20968800000,,,,,0.0,False,,0.0,,,
236,7,20968800000,,,,,28.55,False,,0.0,,,
237,8,20968800000,,,,,0.0,False,,0.0,,,
238,9,20968800000,,,,,10.88,False,,0.0,,,
239,10,20968800000,,,,,0.0,False,,0.0,,,
240,11,20968800000,,,,,0.0,False,,0.0,,,
241,12,20968800000,,,,,9.5,False,,0.0,,,
242,13,20968800000,,,,,823.38,False,,0.0,,,
243,14,20968800000,,,,,301.67,False,,0.0,,,
244,1,2110,,,,,0.0,False,,0.0,,,
245,2,2110,,,,,0.0,False,,0.0,,,
246,3,2110,,,,,0.0,False,,0.0,,,
247,4,2110,,,,,0.0,False,,0.0,,,
248,5,2110,,,,,0.0,False,,0.0,,,
249,6,2110,,,,,52.0,False,,0.0,,,
250,7,2110,,,,,0.0,False,,0.0,,,
251,8,2110,,,,,0.0,False,,0.0,,,
252,9,2110,,,,,0.0,False,,0.0,,,
253,10,2110,,,,,0.0,False,,0.0,,,
254,11,2110,,,,,0.0,False,,0.0,,,
255,12,2110,,,,,0.0,False,,0.0,,,
256,13,2110,,,,,0.0,False,,0.0,,,
257,14,2110,,,,,0.0,False,,0.0,,,
258,1,2142501010,,,,,48.0,False,,0.0,,,
259,2,2142501010,,,,,51.0,False,,0.0,,,
260,3,2142501010,,,,,62.0,False,,0.0,,,
261,4,2142501010,,,,,41.0,False,,0.0,,,
262,5,2142501010,,,,,37.0,False,,0.0,,,
263,6,2142501010,,,,,53.0,False,,0.0,,,
264,7,2142501010,,,,,51.0,False,,0.0,,,
265,8,2142501010,,,,,52.0,False,,0.0,,,
266,9,2142501010,,,,,49.0,False,,0.0,,,
267,10,2142501010,,,,,55.0,False,,0.0,,,
268,11,2142501010,,,,,49.0,False,,0.0,,,
269,12,2142501010,,,,,49.0,False,,0.0,,,
270,13,2142501010,,,,,49.0,False,,0.0,,,
271,14,2142501010,,,,,38.0,False,,0.0,,,
272,1,2142501017,,,,,62.0,False,,0.0,,,
273,2,2142501017,,,,,51.0,False,,0.0,,,
274,3,2142501017,,,,,49.0,False,,0.0,,,
275,4,2142501017,,,,,47.0,False,,0.0,,,
276,5,2142501017,,,,,52.0,False,,0.0,,,
277,6,2142501017,,,,,46.0,False,,0.0,,,
278,7,2142501017,,,,,61.0,False,,0.0,,,
279,8,2142501017,,,,,48.0,False,,0.0,,,
280,9,2142501017,,,,,35.0,False,,0.0,,,
281,10,2142501017,,,,,50.0,False,,0.0,,,
282,11,2142501017,,,,,45.0,False,,0.0,,,
283,12,2142501017,,,,,54.0,False,,0.0,,,
284,13,2142501017,,,,,52.0,False,,0.0,,,
285,14,2142501017,,,,,39.0,False,,0.0,,,
286,1,2142501019,,,,,42.0,False,,0.0,,,
287,2,2142501019,,,,,31.0,False,,0.0,,,
288,3,2142501019,,,,,52.0,False,,0.0,,,
289,4,2142501019,,,,,41.0,False,,0.0,,,
290,5,2142501019,,,,,34.0,False,,0.0,,,
291,6,2142501019,,,,,45.0,False,,0.0,,,
292,7,2142501019,,,,,36.0,False,,0.0,,,
293,8,2142501019,,,,,28.0,False,,0.0,,,
294,9,2142501019,,,,,43.0,False,,0.0,,,
295,10,2142501019,,,,,40.0,False,,0.0,,,
296,11,2142501019,,,,,42.0,False,,0.0,,,
297,12,2142501019,,,,,48.0,False,,0.0,,,
298,13,2142501019,,,,,46.0,False,,0.0,,,
299,14,2142501019,,,,,40.0,False,,0.0,,,
300,1,2721,,,,,0.0,False,,0.0,,,
301,2,2721,,,,,0.0,False,,0.0,,,
302,3,2721,,,,,0.0,False,,0.0,,,
303,4,2721,,,,,0.0,False,,0.0,,,
304,5,2721,,,,,0.0,False,,0.0,,,
305,6,2721,,,,,0.0,False,,0.0,,,
306,7,2721,,,,,0.0,False,,0.0,,,
307,8,2721,,,,,0.0,False,,0.0,,,
308,9,2721,,,,,0.0,False,,0.0,,,
309,10,2721,,,,,0.0,False,,0.0,,,
310,11,2721,,,,,0.0,False,,0.0,,,
311,12,2721,,,,,0.0,False,,0.0,,,
312,13,2721,,,,,0.0,False,,0.0,,,
313,14,2721,,,,,0.0,False,,0.0,,,
314,1,3297,,,,,0.0,False,,0.0,,,
315,2,3297,,,,,0.0,False,,0.0,,,
316,3,3297,,,,,0.0,False,,0.0,,,
317,4,3297,,,,,0.0,False,,0.0,,,
318,5,3297,,,,,0.0,False,,0.0,,,
319,6,3297,,,,,0.0,False,,0.0,,,
320,7,3297,,,,,0.0,False,,0.0,,,
321,8,3297,,,,,0.0,False,,0.0,,,
322,9,3297,,,,,0.0,False,,0.0,,,
323,10,3297,,,,,0.0,False,,0.0,,,
324,11,3297,,,,,0.0,False,,0.0,,,
325,12,3297,,,,,0.0,False,,0.0,,,
326,13,3297,,,,,0.0,False,,0.0,,,
327,14,3297,,,,,0.0,False,,0.0,,,
328,1,3384400002,,,,,4.0,False,,0.0,,,
329,2,3384400002,,,,,3.0,False,,0.0,,,
330,3,3384400002,,,,,2.0,False,,0.0,,,
331,4,3384400002,,,,,4.0,False,,0.0,,,
332,5,3384400002,,,,,3.0,False,,0.0,,,
333,6,3384400002,,,,,4.0,False,,0.0,,,
334,7,3384400002,,,,,5.0,False,,0.0,,,
335,8,3384400002,,,,,5.0,False,,0.0,,,
336,9,3384400002,,,,,4.0,False,,0.0,,,
337,10,3384400002,,,,,2.0,False,,0.0,,,
338,11,3384400002,,,,,4.0,False,,0.0,,,
339,12,3384400002,,,,,6.0,False,,0.0,,,
340,13,3384400002,,,,,3.0,False,,0.0,,,
341,14,3384400002,,,,,3.0,False,,0.0,,,
342,1,3384400003,,,,,20.0,False,,0.0,,,
343,2,3384400003,,,,,29.0,False,,0.0,,,
344,3,3384400003,,,,,39.0,False,,0.0,,,
345,4,3384400003,,,,,24.0,False,,0.0,,,
346,5,3384400003,,,,,19.0,False,,0.0,,,
347,6,3384400003,,,,,20.0,False,,0.0,,,
348,7,3384400003,,,,,25.0,False,,0.0,,,
349,8,3384400003,,,,,34.0,False,,0.0,,,
350,9,3384400003,,,,,27.0,False,,0.0,,,
351,10,3384400003,,,,,20.0,False,,0.0,,,
352,11,3384400003,,,,,22.0,False,,0.0,,,
353,12,3384400003,,,,,37.0,False,,0.0,,,
354,13,3384400003,,,,,22.0,False,,0.0,,,
355,14,3384400003,,,,,19.0,False,,0.0,,,
356,1,3384400103,,,,,23.0,False,,0.0,,,
357,2,3384400103,,,,,24.0,False,,0.0,,,
358,3,3384400103,,,,,24.0,False,,0.0,,,
359,4,3384400103,,,,,36.0,False,,0.0,,,
360,5,3384400103,,,,,16.0,False,,0.0,,,
361,6,3384400103,,,,,26.0,False,,0.0,,,
362,7,3384400103,,,,,25.0,False,,0.0,,,
363,8,3384400103,,,,,25.0,False,,0.0,,,
364,9,3384400103,,,,,22.0,False,,0.0,,,
365,10,3384400103,,,,,22.0,False,,0.0,,,
366,11,3384400103,,,,,19.0,False,,0.0,,,
367,12,3384400103,,,,,22.0,False,,0.0,,,
368,13,3384400103,,,,,11.0,False,,0.0,,,
369,14,3384400103,,,,,35.0,False,,0.0,,,
370,1,3384400104,,,,,24.0,False,,0.0,,,
371,2,3384400104,,,,,39.0,False,,0.0,,,
372,3,3384400104,,,,,44.0,False,,0.0,,,
373,4,3384400104,,,,,29.0,False,,0.0,,,
374,5,3384400104,,,,,15.0,False,,0.0,,,
375,6,3384400104,,,,,25.0,False,,0.0,,,
376,7,3384400104,,,,,43.0,False,,0.0,,,
377,8,3384400104,,,,,31.0,False,,0.0,,,
378,9,3384400104,,,,,40.0,False,,0.0,,,
379,10,3384400104,,,,,34.0,False,,0.0,,,
380,11,3384400104,,,,,36.0,False,,0.0,,,
381,12,3384400104,,,,,40.0,False,,0.0,,,
382,13,3384400104,,,,,30.0,False,,0.0,,,
383,14,3384400104,,,,,26.0,False,,0.0,,,
384,1,3384400105,,,,,7.0,False,,0.0,,,
385,2,3384400105,,,,,8.0,False,,0.0,,,
386,3,3384400105,,,,,12.0,False,,0.0,,,
387,4,3384400105,,,,,4.0,False,,0.0,,,
388,5,3384400105,,,,,12.0,False,,0.0,,,
389,6,3384400105,,,,,9.0,False,,0.0,,,
390,7,3384400105,,,,,7.0,False,,0.0,,,
391,8,3384400105,,,,,7.0,False,,0.0,,,
392,9,3384400105,,,,,6.0,False,,0.0,,,
393,10,3384400105,,,,,4.0,False,,0.0,,,
394,11,3384400105,,,,,8.0,False,,0.0,,,
395,12,3384400105,,,,,7.0,False,,0.0,,,
396,13,3384400105,,,,,5.0,False,,0.0,,,
397,14,3384400105,,,,,1.0,False,,0.0,,,
398,1,3384400318,,,,,13.0,False,,0.0,,,
399,2,3384400318,,,,,8.0,False,,0.0,,,
400,3,3384400318,,,,,15.0,False,,0.0,,,
401,4,3384400318,,,,,6.0,False,,0.0,,,
402,5,3384400318,,,,,4.0,False,,0.0,,,
403,6,3384400318,,,,,5.0,False,,0.0,,,
404,7,3384400318,,,,,4.0,False,,0.0,,,
405,8,3384400318,,,,,6.0,False,,0.0,,,
406,9,3384400318,,,,,8.0,False,,0.0,,,
407,10,3384400318,,,,,9.0,False,,0.0,,,
408,11,3384400318,,,,,8.0,False,,0.0,,,
409,12,3384400318,,,,,11.0,False,,0.0,,,
410,13,3384400318,,,,,9.0,False,,0.0,,,
411,14,3384400318,,,,,2.0,False,,0.0,,,
412,1,3384400613,,,,,18.0,False,,0.0,,,
413,2,3384400613,,,,,21.0,False,,0.0,,,
414,3,3384400613,,,,,22.0,False,,0.0,,,
415,4,3384400613,,,,,20.0,False,,0.0,,,
416,5,3384400613,,,,,14.0,False,,0.0,,,
417,6,3384400613,,,,,13.0,False,,0.0,,,
418,7,3384400613,,,,,18.0,False,,0.0,,,
419,8,3384400613,,,,,18.0,False,,0.0,,,
420,9,3384400613,,,,,26.0,False,,0.0,,,
421,10,3384400613,,,,,26.0,False,,0.0,,,
422,11,3384400613,,,,,32.0,False,,0.0,,,
423,12,3384400613,,,,,25.0,False,,0.0,,,
424,13,3384400613,,,,,16.0,False,,0.0,,,
425,14,3384400613,,,,,12.0,False,,0.0,,,
426,1,3965,,,,,0.0,False,,0.0,,,
427,2,3965,,,,,0.0,False,,0.0,,,
428,3,3965,,,,,0.0,False,,0.0,,,
429,4,3965,,,,,0.0,False,,0.0,,,
430,5,3965,,,,,0.0,False,,0.0,,,
431,6,3965,,,,,0.0,False,,0.0,,,
432,7,3965,,,,,0.0,False,,0.0,,,
433,8,3965,,,,,0.0,False,,0.0,,,
434,9,3965,,,,,0.0,False,,0.0,,,
435,10,3965,,,,,0.0,False,,0.0,,,
436,11,3965,,,,,0.0,False,,0.0,,,
437,12,3965,,,,,0.0,False,,0.0,,,
438,13,3965,,,,,0.0,False,,0.0,,,
439,14,3965,,,,,0.0,False,,0.0,,,
440,1,3980012105,,,,,0.0,False,,0.0,,,
441,2,3980012105,,,,,0.0,False,,0.0,,,
442,3,3980012105,,,,,0.0,False,,0.0,,,
443,4,3980012105,,,,,0.0,False,,0.0,,,
444,5,3980012105,,,,,0.0,False,,0.0,,,
445,6,3980012105,,,,,2.0,False,,0.0,,,
446,7,3980012105,,,,,6.0,False,,0.0,,,
447,8,3980012105,,,,,1.0,False,,0.0,,,
448,9,3980012105,,,,,1.0,False,,0.0,,,
449,10,3980012105,,,,,1.0,False,,0.0,,,
450,11,3980012105,,,,,3.0,False,,0.0,,,
451,12,3980012105,,,,,2.0,False,,0.0,,,
452,13,3980012105,,,,,3.0,False,,0.0,,,
453,14,3980012105,,,,,0.0,False,,0.0,,,
454,1,4100006262,,,,,391.0,False,,0.0,,,
455,2,4100006262,,,,,526.0,False,,0.0,,,
456,3,4100006262,,,,,509.0,False,,0.0,,,
457,4,4100006262,,,,,434.0,False,,0.0,,,
458,5,4100006262,,,,,298.0,False,,0.0,,,
459,6,4100006262,,,,,456.0,False,,0.0,,,
460,7,4100006262,,,,,617.0,False,,0.0,,,
461,8,4100006262,,,,,438.0,False,,0.0,,,
462,9,4100006262,,,,,369.0,False,,0.0,,,
463,10,4100006262,,,,,412.0,False,,0.0,,,
464,11,4100006262,,,,,503.0,False,,0.0,,,
465,12,4100006262,,,,,610.0,False,,0.0,,,
466,13,4100006262,,,,,454.0,False,,0.0,,,
467,14,4100006262,,,,,262.0,False,,0.0,,,
468,1,4133109393,,,,,0.0,False,,0.0,,,
469,2,4133109393,,,,,0.0,False,,0.0,,,
470,3,4133109393,,,,,0.0,False,,0.0,,,
471,4,4133109393,,,,,0.0,False,,0.0,,,
472,5,4133109393,,,,,1.0,False,,0.0,,,
473,6,4133109393,,,,,0.0,False,,0.0,,,
474,7,4133109393,,,,,0.0,False,,0.0,,,
475,8,4133109393,,,,,0.0,False,,0.0,,,
476,9,4133109393,,,,,0.0,False,,0.0,,,
477,10,4133109393,,,,,2.0,False,,0.0,,,
478,11,4133109393,,,,,0.0,False,,0.0,,,
479,12,4133109393,,,,,4.0,False,,0.0,,,
480,13,4133109393,,,,,1.0,False,,0.0,,,
481,14,4133109393,,,,,2.0,False,,0.0,,,
482,1,48100002172,,,,,0.0,False,,0.0,,,
483,2,48100002172,,,,,0.0,False,,0.0,,,
484,3,48100002172,,,,,0.0,False,,0.0,,,
485,4,48100002172,,,,,0.0,False,,0.0,,,
486,5,48100002172,,,,,0.0,False,,0.0,,,
487,6,48100002172,,,,,0.0,False,,0.0,,,
488,7,48100002172,,,,,0.0,False,,0.0,,,
489,8,48100002172,,,,,0.0,False,,0.0,,,
490,9,48100002172,,,,,0.0,False,,0.0,,,
491,10,48100002172,,,,,0.0,False,,0.0,,,
492,11,48100002172,,,,,0.0,False,,0.0,,,
493,12,48100002172,,,,,0.0,False,,0.0,,,
494,13,48100002172,,,,,0.0,False,,0.0,,,
495,14,48100002172,,,,,0.0,False,,0.0,,,
496,1,48100002173,,,,,0.0,False,,0.0,,,
497,2,48100002173,,,,,0.0,False,,0.0,,,
498,3,48100002173,,,,,0.0,False,,0.0,,,
499,4,48100002173,,,,,0.0,False,,0.0,,,
500,5,48100002173,,,,,0.0,False,,0.0,,,
501,6,48100002173,,,,,0.0,False,,0.0,,,
502,7,48100002173,,,,,0.0,False,,0.0,,,
